@relation vaccine_by_age_group

@attribute Date date 'yyyy-MM-dd'
@attribute phu_ID numeric
@attribute phu_name {'ALGOMA DISTRICT','BRANT COUNTY','CHATHAM-KENT','CITY OF HAMILTON','CITY OF OTTAWA','DURHAM REGION','EASTERN ONTARIO','GREY BRUCE','HALDIMAND-NORFOLK','HALIBURTON, KAWARTHA, PINE RIDGE','HALTON REGION','HASTINGS & PRINCE EDWARD COUNTIES','HURON PERTH','KINGSTON, FRONTENAC, LENNOX & ADDINGTON','LAMBTON COUNTY','LEEDS, GRENVILLE AND LANARK DISTRICT',MIDDLESEX-LONDON,'NIAGARA REGION','NORTH BAY PARRY SOUND DISTRICT','NORTHWESTERN','OXFORD ELGIN-ST.THOMAS','PEEL REGION','PETERBOROUGH COUNTY-CITY','PORCUPINE','RENFREW COUNTY AND DISTRICT','SIMCOE MUSKOKA DISTRICT','SOUTHWESTERN','SUDBURY AND DISTRICT','THUNDER BAY DISTRICT','TIMISKAMING','TORONTO','UNKNOWN','WATERLOO REGION','WELLINGTON-DUFFERIN-GUELPH','WINDSOR-ESSEX COUNTY','YORK REGION'}
@attribute age_group {'05-11yrs','12-17yrs','18-29yrs','30-39yrs','40-49yrs','50-59yrs','60-69yrs','70-79yrs','80+','Adults_18plus','Ontario_12plus','Ontario_5plus','Undisclosed_or_missing'}
@attribute one_dose_cumulative numeric
@attribute second_dose_cumulative numeric
@attribute fully_vaccinated_cumulative numeric
@attribute total_population numeric
@attribute percent_one_dose numeric
@attribute percent_fully_vac numeric

@data
2021-10-29,2266,'WELLINGTON-DUFFERIN-GUELPH','Ontario_12plus',240624,232581,0,270024,0.8911,0.8613
2021-10-29,2268,'WINDSOR-ESSEX COUNTY','Ontario_12plus',326225,309316,0,372777,0.8751,0.8298
2021-10-29,2270,'YORK REGION','Ontario_12plus',930960,899784,0,1069165,0.8707,0.8416
2021-10-29,2226,'ALGOMA DISTRICT','Undisclosed_or_missing',8,5,0,0,0,0
2021-10-29,2227,'BRANT COUNTY','Undisclosed_or_missing',7,2,0,0,0,0
2021-10-29,2240,'CHATHAM-KENT','Undisclosed_or_missing',6,2,0,0,0,0
2021-10-29,2237,'CITY OF HAMILTON','Undisclosed_or_missing',40,12,0,0,0,0
2021-10-29,2251,'CITY OF OTTAWA','Undisclosed_or_missing',2598,2443,0,0,0,0
2021-10-29,2230,'DURHAM REGION','Undisclosed_or_missing',21,6,0,0,0,0
2021-10-29,2258,'EASTERN ONTARIO','Undisclosed_or_missing',10,2,0,0,0,0
2021-10-29,2233,'GREY BRUCE','Undisclosed_or_missing',7,4,0,0,0,0
2021-10-29,2234,'HALDIMAND-NORFOLK','Undisclosed_or_missing',5,3,0,0,0,0
2021-10-29,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','Undisclosed_or_missing',10,1,0,0,0,0
2021-10-29,2236,'HALTON REGION','Undisclosed_or_missing',25,9,0,0,0,0
2021-10-29,2238,'HASTINGS & PRINCE EDWARD COUNTIES','Undisclosed_or_missing',11,5,0,0,0,0
2021-10-29,5183,'HURON PERTH','Undisclosed_or_missing',9,4,0,0,0,0
2021-10-29,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','Undisclosed_or_missing',24,6,0,0,0,0
2021-10-29,2242,'LAMBTON COUNTY','Undisclosed_or_missing',13,4,0,0,0,0
2021-10-29,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','Undisclosed_or_missing',9,3,0,0,0,0
2021-10-29,2244,'MIDDLESEX-LONDON','Undisclosed_or_missing',20,12,0,0,0,0
2021-10-29,2246,'NIAGARA REGION','Undisclosed_or_missing',18,3,0,0,0,0
2021-10-29,2247,'NORTH BAY PARRY SOUND DISTRICT','Undisclosed_or_missing',12,3,0,0,0,0
2021-10-29,2249,'NORTHWESTERN','Undisclosed_or_missing',13,4,0,0,0,0
2021-10-29,2253,'PEEL REGION','Undisclosed_or_missing',100,44,0,0,0,0
2021-10-29,2255,'PETERBOROUGH COUNTY-CITY','Undisclosed_or_missing',14,7,0,0,0,0
2021-10-29,2256,'PORCUPINE','Undisclosed_or_missing',4,1,0,0,0,0
2021-10-29,2257,'RENFREW COUNTY AND DISTRICT','Undisclosed_or_missing',9,1,0,0,0,0
2021-10-29,2260,'SIMCOE MUSKOKA DISTRICT','Undisclosed_or_missing',11,4,0,0,0,0
2021-10-29,4913,'SOUTHWESTERN','Undisclosed_or_missing',3,1,0,0,0,0
2021-10-29,2261,'SUDBURY AND DISTRICT','Undisclosed_or_missing',12,1,0,0,0,0
2021-10-29,2262,'THUNDER BAY DISTRICT','Undisclosed_or_missing',16,3,0,0,0,0
2021-10-29,2263,'TIMISKAMING','Undisclosed_or_missing',1,1,0,0,0,0
2021-10-29,3895,'TORONTO','Undisclosed_or_missing',256,109,0,0,0,0
2021-10-29,9999,'UNKNOWN','Undisclosed_or_missing',52,33,0,0,0,0
2021-10-29,2265,'WATERLOO REGION','Undisclosed_or_missing',23,9,0,0,0,0
2021-10-29,2266,'WELLINGTON-DUFFERIN-GUELPH','Undisclosed_or_missing',14,6,0,0,0,0
2021-10-29,2268,'WINDSOR-ESSEX COUNTY','Undisclosed_or_missing',20,7,0,0,0,0
2021-10-29,2270,'YORK REGION','Undisclosed_or_missing',33,16,0,0,0,0
2021-10-30,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30676,28439,0,37614,0.8155,0.7561
2021-10-31,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30686,28484,0,37614,0.8158,0.7573
2021-11-01,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30696,28512,0,37614,0.8161,0.758
2021-11-02,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30705,28549,0,37614,0.8163,0.759
2021-11-03,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30726,28603,0,37614,0.8169,0.7604
2021-11-04,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30763,28644,0,37614,0.8179,0.7615
2021-11-05,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30788,28698,0,37614,0.8185,0.763
2021-11-06,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30794,28721,0,37614,0.8187,0.7636
2021-11-07,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30825,28768,0,37614,0.8195,0.7648
2021-11-08,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30862,28853,0,37614,0.8205,0.7671
2021-11-09,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30874,28885,0,37614,0.8208,0.7679
2021-11-10,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30892,28932,0,37614,0.8213,0.7692
2021-11-11,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30912,28991,0,37614,0.8218,0.7708
2021-11-12,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30934,29044,0,37614,0.8224,0.7722
2021-11-13,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30955,29092,0,37614,0.823,0.7734
2021-11-14,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30977,29131,0,37614,0.8235,0.7745
2021-11-15,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',30999,29172,0,37614,0.8241,0.7756
2021-11-16,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31016,29222,0,37614,0.8246,0.7769
2021-11-17,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31038,29263,0,37614,0.8252,0.778
2021-11-18,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31064,29309,0,37614,0.8259,0.7792
2021-11-19,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31086,29366,0,37614,0.8264,0.7807
2021-11-20,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31122,29434,0,37614,0.8274,0.7825
2021-11-21,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31141,29463,0,37614,0.8279,0.7833
2021-11-22,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31159,29493,0,37614,0.8284,0.7841
2021-11-23,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31180,29534,0,37614,0.8289,0.7852
2021-11-24,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31199,29563,0,37614,0.8295,0.786
2021-11-25,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31221,29607,0,37614,0.83,0.7871
2021-11-26,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31248,29660,0,37614,0.8308,0.7885
2021-11-27,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31272,29689,0,37614,0.8314,0.7893
2021-11-28,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31296,29720,0,37614,0.832,0.7901
2021-11-29,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31308,29748,0,37614,0.8323,0.7909
2021-11-30,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31336,29772,0,37614,0.8331,0.7915
2021-12-01,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31365,0,29821,38985,0.8045,0.7649
2021-12-02,2260,'SIMCOE MUSKOKA DISTRICT','12-17yrs',31391,0,29846,38985,0.8052,0.7656
2021-12-01,2260,'SIMCOE MUSKOKA DISTRICT','05-11yrs',4386,0,0,43773,0.1002,0
2021-10-30,2226,'ALGOMA DISTRICT','18-29yrs',12234,11152,0,15509,0.7889,0.7191
2021-10-30,2227,'BRANT COUNTY','18-29yrs',18606,17157,0,24059,0.7734,0.7131
2021-10-30,2240,'CHATHAM-KENT','18-29yrs',10634,9593,0,14984,0.7097,0.6402
2021-10-30,2237,'CITY OF HAMILTON','18-29yrs',77721,71944,0,100237,0.7754,0.7177
2021-10-30,2251,'CITY OF OTTAWA','18-29yrs',154049,144332,0,186587,0.8256,0.7735
2021-10-30,2230,'DURHAM REGION','18-29yrs',93658,88767,0,114063,0.8211,0.7782
2021-10-30,2258,'EASTERN ONTARIO','18-29yrs',21730,19929,0,27830,0.7808,0.7161
2021-10-30,2233,'GREY BRUCE','18-29yrs',15385,14288,0,22126,0.6953,0.6458
2021-10-30,2234,'HALDIMAND-NORFOLK','18-29yrs',11071,10172,0,15900,0.6963,0.6398
2021-10-30,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','18-29yrs',17448,15903,0,22520,0.7748,0.7062
2021-10-30,2236,'HALTON REGION','18-29yrs',75281,71955,0,95648,0.7871,0.7523
2021-10-30,2238,'HASTINGS & PRINCE EDWARD COUNTIES','18-29yrs',16747,15115,0,22375,0.7485,0.6755
2021-10-30,5183,'HURON PERTH','18-29yrs',15171,14111,0,20393,0.7439,0.692
2021-10-30,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','18-29yrs',29178,26929,0,34068,0.8565,0.7904
2021-10-30,2242,'LAMBTON COUNTY','18-29yrs',13828,12762,0,18558,0.7451,0.6877
2021-10-30,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','18-29yrs',18056,16774,0,21695,0.8323,0.7732
2021-10-30,2244,'MIDDLESEX-LONDON','18-29yrs',80164,74377,0,88180,0.9091,0.8435
2021-10-30,2246,'NIAGARA REGION','18-29yrs',57452,53139,0,70592,0.8139,0.7528
2021-10-30,2247,'NORTH BAY PARRY SOUND DISTRICT','18-29yrs',12859,11661,0,17552,0.7326,0.6644
2021-10-30,2249,'NORTHWESTERN','18-29yrs',11690,10399,0,13990,0.8356,0.7433
2021-10-30,2253,'PEEL REGION','18-29yrs',277474,257224,0,278974,0.9946,0.922
2021-10-30,2255,'PETERBOROUGH COUNTY-CITY','18-29yrs',17364,16116,0,21688,0.8006,0.7431
2021-10-30,2256,'PORCUPINE','18-29yrs',10360,9079,0,12232,0.8469,0.7422
2021-10-30,2257,'RENFREW COUNTY AND DISTRICT','18-29yrs',10414,9466,0,14861,0.7007,0.637
2021-10-30,2260,'SIMCOE MUSKOKA DISTRICT','18-29yrs',69356,63958,0,87904,0.789,0.7276
2021-10-30,4913,'SOUTHWESTERN','18-29yrs',22088,20540,0,30393,0.7267,0.6758
2021-10-30,2261,'SUDBURY AND DISTRICT','18-29yrs',24891,22821,0,29436,0.8456,0.7753
2021-10-30,2262,'THUNDER BAY DISTRICT','18-29yrs',20856,19133,0,22251,0.9373,0.8599
2021-10-30,2263,'TIMISKAMING','18-29yrs',3321,2959,0,4360,0.7618,0.6787
2021-10-30,3895,'TORONTO','18-29yrs',468490,437179,0,585930,0.7996,0.7461
2021-10-30,9999,'UNKNOWN','18-29yrs',7746,4811,0,0,0,0
2021-10-30,2265,'WATERLOO REGION','18-29yrs',97377,91905,0,99244,0.9812,0.9261
2021-10-30,2266,'WELLINGTON-DUFFERIN-GUELPH','18-29yrs',40789,38643,0,50230,0.812,0.7693
2021-10-30,2268,'WINDSOR-ESSEX COUNTY','18-29yrs',58231,53632,0,72405,0.8042,0.7407
2021-10-30,2270,'YORK REGION','18-29yrs',155084,148000,0,198762,0.7802,0.7446
2021-10-30,2226,'ALGOMA DISTRICT','30-39yrs',10679,9853,0,12062,0.8854,0.8169
2021-10-30,2227,'BRANT COUNTY','30-39yrs',16595,15603,0,19698,0.8425,0.7921
2021-10-30,2240,'CHATHAM-KENT','30-39yrs',9428,8585,0,11594,0.8132,0.7405
2021-10-30,2237,'CITY OF HAMILTON','30-39yrs',68270,64003,0,84056,0.8122,0.7614
2021-10-30,2251,'CITY OF OTTAWA','30-39yrs',130562,123898,0,158259,0.825,0.7829
2021-10-30,2230,'DURHAM REGION','30-39yrs',86682,82462,0,93632,0.9258,0.8807
2021-10-30,2258,'EASTERN ONTARIO','30-39yrs',21327,19652,0,21920,0.9729,0.8965
2021-10-30,2233,'GREY BRUCE','30-39yrs',15329,14429,0,17931,0.8549,0.8047
2021-10-30,2234,'HALDIMAND-NORFOLK','30-39yrs',10824,10103,0,11852,0.9133,0.8525
2021-10-30,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','30-39yrs',16127,14893,0,17429,0.9253,0.8545
2021-10-30,2236,'HALTON REGION','30-39yrs',67519,64895,0,80648,0.8372,0.8047
2021-10-30,2238,'HASTINGS & PRINCE EDWARD COUNTIES','30-39yrs',14541,13397,0,17863,0.814,0.75
2021-10-30,5183,'HURON PERTH','30-39yrs',13255,12486,0,14728,0.9,0.8478
2021-10-30,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','30-39yrs',22958,21550,0,29909,0.7676,0.7205
2021-10-30,2242,'LAMBTON COUNTY','30-39yrs',12289,11475,0,14493,0.8479,0.7918
2021-10-30,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','30-39yrs',17648,16627,0,16449,1.073,1.011
2021-10-30,2244,'MIDDLESEX-LONDON','30-39yrs',62169,58635,0,73436,0.8466,0.7985
2021-10-30,2246,'NIAGARA REGION','30-39yrs',47296,44123,0,54175,0.873,0.8145
2021-10-30,2247,'NORTH BAY PARRY SOUND DISTRICT','30-39yrs',11752,10835,0,14543,0.8081,0.745
2021-10-30,2249,'NORTHWESTERN','30-39yrs',9600,8744,0,9958,0.9641,0.8781
2021-10-30,2253,'PEEL REGION','30-39yrs',193934,182503,0,235513,0.8235,0.7749
2021-10-30,2255,'PETERBOROUGH COUNTY-CITY','30-39yrs',14845,13868,0,18338,0.8095,0.7562
2021-10-30,2256,'PORCUPINE','30-39yrs',8538,7541,0,9754,0.8753,0.7731
2021-10-30,2257,'RENFREW COUNTY AND DISTRICT','30-39yrs',9534,8790,0,13489,0.7068,0.6516
2021-10-30,2260,'SIMCOE MUSKOKA DISTRICT','30-39yrs',63533,59187,0,74380,0.8542,0.7957
2021-10-30,4913,'SOUTHWESTERN','30-39yrs',21712,20396,0,24409,0.8895,0.8356
2021-10-30,2261,'SUDBURY AND DISTRICT','30-39yrs',20151,18600,0,24368,0.8269,0.7633
2021-10-30,2262,'THUNDER BAY DISTRICT','30-39yrs',16866,15703,0,18511,0.9111,0.8483
2021-10-30,2263,'TIMISKAMING','30-39yrs',2919,2681,0,3297,0.8855,0.8133
2021-10-30,3895,'TORONTO','30-39yrs',437633,416260,0,528595,0.8279,0.7875
2021-10-30,9999,'UNKNOWN','30-39yrs',2957,1523,0,0,0,0
2021-10-30,2265,'WATERLOO REGION','30-39yrs',76126,72394,0,84990,0.8957,0.8518
2021-10-30,2266,'WELLINGTON-DUFFERIN-GUELPH','30-39yrs',36313,34560,0,42188,0.8607,0.8192
2021-10-30,2268,'WINDSOR-ESSEX COUNTY','30-39yrs',43292,39967,0,48477,0.893,0.8245
2021-10-30,2270,'YORK REGION','30-39yrs',127986,122423,0,155115,0.8251,0.7892
2021-10-30,2226,'ALGOMA DISTRICT','40-49yrs',10526,9943,0,11665,0.9024,0.8524
2021-10-30,2227,'BRANT COUNTY','40-49yrs',16507,15796,0,18896,0.8736,0.8359
2021-10-30,2240,'CHATHAM-KENT','40-49yrs',9769,9157,0,11350,0.8607,0.8068
2021-10-30,2237,'CITY OF HAMILTON','40-49yrs',60470,57593,0,71673,0.8437,0.8036
2021-10-30,2251,'CITY OF OTTAWA','40-49yrs',124924,120253,0,134815,0.9266,0.892
2021-10-30,2230,'DURHAM REGION','40-49yrs',84952,82081,0,93719,0.9065,0.8758
2021-10-30,2258,'EASTERN ONTARIO','40-49yrs',21303,20268,0,23559,0.9042,0.8603
2021-10-30,2233,'GREY BRUCE','40-49yrs',14681,14075,0,16555,0.8868,0.8502
2021-10-30,2234,'HALDIMAND-NORFOLK','40-49yrs',10713,10186,0,11715,0.9145,0.8695
2021-10-30,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','40-49yrs',15882,15071,0,17924,0.8861,0.8408
2021-10-30,2236,'HALTON REGION','40-49yrs',82912,80771,0,88209,0.9399,0.9157
2021-10-30,2238,'HASTINGS & PRINCE EDWARD COUNTIES','40-49yrs',15070,14211,0,17924,0.8408,0.7928
2021-10-30,5183,'HURON PERTH','40-49yrs',12962,12506,0,14709,0.8812,0.8502
2021-10-30,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','40-49yrs',20985,20010,0,24416,0.8595,0.8195
2021-10-30,2242,'LAMBTON COUNTY','40-49yrs',11758,11228,0,13713,0.8574,0.8188
2021-10-30,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','40-49yrs',17837,17114,0,18360,0.9715,0.9321
2021-10-30,2244,'MIDDLESEX-LONDON','40-49yrs',55093,52864,0,59863,0.9203,0.8831
2021-10-30,2246,'NIAGARA REGION','40-49yrs',47171,44988,0,52093,0.9055,0.8636
2021-10-30,2247,'NORTH BAY PARRY SOUND DISTRICT','40-49yrs',11766,11149,0,13844,0.8499,0.8053
2021-10-30,2249,'NORTHWESTERN','40-49yrs',8804,8241,0,9699,0.9078,0.8497
2021-10-30,2253,'PEEL REGION','40-49yrs',177673,170180,0,220945,0.8042,0.7702
2021-10-30,2255,'PETERBOROUGH COUNTY-CITY','40-49yrs',13182,12585,0,14923,0.8833,0.8433
2021-10-30,2256,'PORCUPINE','40-49yrs',8422,7798,0,9835,0.8563,0.7929
2021-10-30,2257,'RENFREW COUNTY AND DISTRICT','40-49yrs',9223,8746,0,11851,0.7782,0.738
2021-10-30,2260,'SIMCOE MUSKOKA DISTRICT','40-49yrs',61608,58780,0,72346,0.8516,0.8125
2021-10-30,4913,'SOUTHWESTERN','40-49yrs',21712,20741,0,25213,0.8611,0.8226
2021-10-30,2261,'SUDBURY AND DISTRICT','40-49yrs',20946,19864,0,23893,0.8767,0.8314
2021-10-30,2262,'THUNDER BAY DISTRICT','40-49yrs',15398,14629,0,17224,0.894,0.8493
2021-10-30,2263,'TIMISKAMING','40-49yrs',3018,2859,0,3499,0.8626,0.8172
2021-10-30,3895,'TORONTO','40-49yrs',341872,328527,0,423307,0.8076,0.7761
2021-10-30,9999,'UNKNOWN','40-49yrs',1574,808,0,0,0,0
2021-10-30,2265,'WATERLOO REGION','40-49yrs',67201,64817,0,76587,0.8774,0.8463
2021-10-30,2266,'WELLINGTON-DUFFERIN-GUELPH','40-49yrs',34229,33224,0,38968,0.8784,0.8526
2021-10-30,2268,'WINDSOR-ESSEX COUNTY','40-49yrs',44647,42328,0,50811,0.8787,0.833
2021-10-30,2270,'YORK REGION','40-49yrs',147446,142827,0,162480,0.9075,0.879
2021-10-30,2226,'ALGOMA DISTRICT','50-59yrs',13931,13448,0,16446,0.8471,0.8177
2021-10-30,2227,'BRANT COUNTY','50-59yrs',18121,17521,0,21321,0.8499,0.8218
2021-10-30,2240,'CHATHAM-KENT','50-59yrs',12704,12180,0,15450,0.8223,0.7883
2021-10-30,2237,'CITY OF HAMILTON','50-59yrs',69169,66735,0,80704,0.8571,0.8269
2021-10-30,2251,'CITY OF OTTAWA','50-59yrs',131898,128127,0,139786,0.9436,0.9166
2021-10-30,2230,'DURHAM REGION','50-59yrs',92114,89945,0,104381,0.8825,0.8617
2021-10-30,2258,'EASTERN ONTARIO','50-59yrs',28023,27104,0,32885,0.8522,0.8242
2021-10-30,2233,'GREY BRUCE','50-59yrs',19447,18883,0,24279,0.801,0.7778
2021-10-30,2234,'HALDIMAND-NORFOLK','50-59yrs',14221,13780,0,17361,0.8191,0.7937
2021-10-30,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','50-59yrs',23718,22882,0,30845,0.7689,0.7418
2021-10-30,2236,'HALTON REGION','50-59yrs',80262,78494,0,85689,0.9367,0.916
2021-10-30,2238,'HASTINGS & PRINCE EDWARD COUNTIES','50-59yrs',20881,20117,0,26066,0.8011,0.7718
2021-10-30,5183,'HURON PERTH','50-59yrs',16430,15978,0,19413,0.8463,0.8231
2021-10-30,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','50-59yrs',25746,24893,0,29814,0.8636,0.8349
2021-10-30,2242,'LAMBTON COUNTY','50-59yrs',14375,13917,0,18136,0.7926,0.7674
2021-10-30,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','50-59yrs',25105,24500,0,28235,0.8891,0.8677
2021-10-30,2244,'MIDDLESEX-LONDON','50-59yrs',58701,57058,0,66854,0.878,0.8535
2021-10-30,2246,'NIAGARA REGION','50-59yrs',59040,57062,0,70296,0.8399,0.8117
2021-10-30,2247,'NORTH BAY PARRY SOUND DISTRICT','50-59yrs',16451,15879,0,20038,0.821,0.7924
2021-10-30,2249,'NORTHWESTERN','50-59yrs',10051,9613,0,11842,0.8488,0.8118
2021-10-30,2253,'PEEL REGION','50-59yrs',191015,185172,0,217659,0.8776,0.8507
2021-10-30,2255,'PETERBOROUGH COUNTY-CITY','50-59yrs',16316,15798,0,20821,0.7836,0.7588
2021-10-30,2256,'PORCUPINE','50-59yrs',10578,10103,0,11988,0.8824,0.8428
2021-10-30,2257,'RENFREW COUNTY AND DISTRICT','50-59yrs',12752,12323,0,15489,0.8233,0.7956
2021-10-30,2260,'SIMCOE MUSKOKA DISTRICT','50-59yrs',75126,72798,0,92219,0.8146,0.7894
2021-10-30,4913,'SOUTHWESTERN','50-59yrs',25219,24471,0,29933,0.8425,0.8175
2021-10-30,2261,'SUDBURY AND DISTRICT','50-59yrs',25840,24962,0,28981,0.8916,0.8613
2021-10-30,2262,'THUNDER BAY DISTRICT','50-59yrs',19055,18366,0,20955,0.9093,0.8765
2021-10-30,2263,'TIMISKAMING','50-59yrs',3961,3815,0,4828,0.8203,0.7901
2021-10-30,3895,'TORONTO','50-59yrs',355353,343698,0,394894,0.8999,0.8704
2021-10-30,9999,'UNKNOWN','50-59yrs',1212,635,0,0,0,0
2021-10-30,2265,'WATERLOO REGION','50-59yrs',68600,66774,0,78016,0.8793,0.8559
2021-10-30,2266,'WELLINGTON-DUFFERIN-GUELPH','50-59yrs',39001,38129,0,44023,0.8859,0.8661
2021-10-30,2268,'WINDSOR-ESSEX COUNTY','50-59yrs',52214,50253,0,60800,0.8588,0.8265
2021-10-30,2270,'YORK REGION','50-59yrs',161467,157467,0,180487,0.8946,0.8725
2021-10-30,2226,'ALGOMA DISTRICT','60-69yrs',17966,17620,0,18604,0.9657,0.9471
2021-10-30,2227,'BRANT COUNTY','60-69yrs',18383,18032,0,19812,0.9279,0.9102
2021-10-30,2240,'CHATHAM-KENT','60-69yrs',15224,14912,0,15770,0.9654,0.9456
2021-10-30,2237,'CITY OF HAMILTON','60-69yrs',65511,64032,0,72258,0.9066,0.8862
2021-10-30,2251,'CITY OF OTTAWA','60-69yrs',113033,110724,0,118913,0.9506,0.9311
2021-10-30,2230,'DURHAM REGION','60-69yrs',77809,76408,0,83972,0.9266,0.9099
2021-10-30,2258,'EASTERN ONTARIO','60-69yrs',30974,30313,0,31360,0.9877,0.9666
2021-10-30,2233,'GREY BRUCE','60-69yrs',26253,25826,0,27440,0.9567,0.9412
2021-10-30,2234,'HALDIMAND-NORFOLK','60-69yrs',17184,16875,0,18117,0.9485,0.9315
2021-10-30,2235,'HALIBURTON, KAWARTHA, PINE RIDGE','60-69yrs',31907,31284,0,32828,0.9719,0.953
2021-10-30,2236,'HALTON REGION','60-69yrs',59807,58751,0,64619,0.9255,0.9092
2021-10-30,2238,'HASTINGS & PRINCE EDWARD COUNTIES','60-69yrs',26044,25530,0,26203,0.9939,0.9743
2021-10-30,5183,'HURON PERTH','60-69yrs',20388,20112,0,19835,1.028,1.014
2021-10-30,2241,'KINGSTON, FRONTENAC, LENNOX & ADDINGTON','60-69yrs',28164,27636,0,28261,0.9966,0.9779
2021-10-30,2242,'LAMBTON COUNTY','60-69yrs',18221,17881,0,20502,0.8887,0.8722
2021-10-30,2243,'LEEDS, GRENVILLE AND LANARK DISTRICT','60-69yrs',30325,29883,0,28428,1.067,1.051
2021-10-30,2244,'MIDDLESEX-LONDON','60-69yrs',57119,56027,0,60813,0.9393,0.9213
2021-10-30,2246,'NIAGARA REGION','60-69yrs',63247,61984,0,66878,0.9457,0.9268
2021-10-30,2247,'NORTH BAY PARRY SOUND DISTRICT','60-69yrs',19879,19474,0,20502,0.9696,0.9498
2021-10-30,2249,'NORTHWESTERN','60-69yrs',10673,10385,0,11530,0.9256,0.9007
2021-10-30,2253,'PEEL REGION','60-69yrs',151026,147500,0,167934,0.8993,0.8783
2021-10-30,2255,'PETERBOROUGH COUNTY-CITY','60-69yrs',21382,20984,0,22051,0.9697,0.9516
2021-10-30,2256,'PORCUPINE','60-69yrs',11359,11018,0,12077,0.9405,0.9123
2021-10-30,2257,'RENFREW COUNTY AND DISTRICT','60-69yrs',15675,15384,0,15644,1.002,0.9834
2021-10-30,2260,'SIMCOE MUSKOKA DISTRICT','60-69yrs',77697,76175,0,79793,0.9737,0.9547
2021-10-30,4913,'SOUTHWESTERN','60-69yrs',26289,25810,0,27383,0.96,0.9426
2021-10-30,2261,'SUDBURY AND DISTRICT','60-69yrs',27679,27148,0,28512,0.9708,0.9522
2021-10-30,2262,'THUNDER BAY DISTRICT','60-69yrs',21243,20815,0,22248,0.9548,0.9356
2021-10-30,2263,'TIMISKAMING','60-69yrs',4977,4865,0,5410,0.9199,0.8992
2021-10-30,3895,'TORONTO','60-69yrs',303295,295233,0,327676,0.9256,0.901
2021-10-30,9999,'UNKNOWN','60-69yrs',1021,523,0,0,0,0
2021-10-30,2265,'WATERLOO REGION','60-69yrs',58879,57751,0,64550,0.9121,0.8947
2021-10-30,2266,'WELLINGTON-DUFFERIN-GUELPH','60-69yrs',35361,34707,0,37194,0.9507,0.9331
2021-10-30,2268,'WINDSOR-ESSEX COUNTY','60-69yrs',50377,49214,0,54082,0.9315,0.91
2021-10-30,2270,'YORK REGION','60-69yrs',129488,126942,0,143847,0.9002,0.8825
2021-10-30,2226,'ALGOMA DISTRICT','70-79yrs',12895,12731,0,12699,1.015,1.003
2021-10-30,2227,'BRANT COUNTY','70-79yrs',12638,12466,0,12716,0.9939,0.9803
